handcrafted,tot,grouplabels
12.372,12.475,14
12.372,6.003,14
12.372,5.521,14
12.372,6.4799999999999995,14
12.372,10.693,14
12.372,8.96,14
12.372,10.252,14
12.372,10.237,14
12.372,4.833,14
12.372,4.715,14
12.372,4.819,14
12.372,9.602,14
149.821,149.856,15
149.821,149.829,15
149.821,149.907,15
149.821,149.856,15
149.821,149.87699999999998,15
149.821,149.783,15
149.821,149.797,15
149.821,149.77700000000002,15
149.821,150.042,15
149.821,150.07199999999997,15
149.821,150.112,15
149.821,150.08100000000002,15
149.821,149.765,15
149.821,147.843,15
149.821,149.789,15
149.821,149.89100000000002,15
0.21300000000000002,0.213,16
0.21300000000000002,0.235,16
0.21300000000000002,0.209,16
0.21300000000000002,0.423,16
0.21300000000000002,1.353,16
0.21300000000000002,6.736000000000001,16
0.21300000000000002,0.22099999999999997,16
0.21300000000000002,0.191,16
0.21300000000000002,0.19799999999999998,16
0.21300000000000002,0.537,16
0.21300000000000002,149.79399999999998,16
0.21300000000000002,0.245,16
0.21300000000000002,0.272,16
0.21300000000000002,149.85500000000002,16
0.13,0.276,17
0.13,0.185,17
0.13,0.235,17
0.13,0.36,17
0.13,0.289,17
0.13,0.194,17
0.13,0.268,17
0.13,0.205,17
0.13,1.8559999999999999,17
0.13,0.14100000000000001,17
0.13,0.132,17
0.13,149.82999999999998,17
0.194,0.134,18
0.194,0.11099999999999999,18
0.194,0.108,18
0.194,0.13,18
0.194,0.111,18
0.194,0.119,18
0.194,0.15,18
0.194,0.15300000000000002,18
0.194,0.133,18
0.194,0.138,18
0.194,0.24,18
0.194,0.47700000000000004,18
0.313,1.288,19
0.313,1.309,19
0.313,1.2970000000000002,19
0.313,1.065,19
0.313,0.8009999999999999,19
0.313,0.326,19
0.313,0.298,19
0.313,0.307,19
0.313,46.641000000000005,19
0.313,0.321,19
0.313,0.313,19
0.313,53.628,19
0.313,53.197,19
0.313,0.248,19
0.313,0.851,19
0.238,0.44500000000000006,0
0.238,0.198,0
0.238,0.41200000000000003,0
0.238,0.48000000000000004,0
0.238,0.186,0
0.238,0.23,0
0.238,0.206,0
0.238,0.21400000000000002,0
0.238,0.16999999999999998,0
0.238,0.698,0
0.238,0.15400000000000003,0
0.238,0.42000000000000004,0
0.105,0.14,1
0.105,13.422,1
0.105,0.148,1
0.105,149.83800000000002,1
0.105,0.118,1
0.105,3.0060000000000002,1
0.105,0.16,1
0.105,149.834,1
0.105,0.213,1
0.105,149.735,1
0.105,0.14700000000000002,1
0.105,0.108,1
0.11299999999999999,0.132,2
0.11299999999999999,0.168,2
0.11299999999999999,0.20500000000000002,2
0.11299999999999999,149.827,2
0.11299999999999999,0.14200000000000002,2
0.11299999999999999,0.14700000000000002,2
0.11299999999999999,149.676,2
0.11299999999999999,0.108,2
0.11299999999999999,0.116,2
0.11299999999999999,149.751,2
0.11299999999999999,0.16899999999999998,2
0.11299999999999999,0.14300000000000002,2
0.11299999999999999,0.14100000000000001,2
0.155,0.49100000000000005,3
0.155,149.716,3
0.155,0.146,3
0.155,0.162,3
0.155,0.262,3
0.111,0.172,4
0.111,0.555,4
0.111,0.14400000000000002,4
0.111,63.608000000000004,4
0.111,0.622,4
0.111,0.16099999999999998,4
0.111,0.14200000000000002,4
0.111,0.156,4
0.111,149.839,4
0.111,0.16499999999999998,4
0.111,0.153,4
0.111,0.132,4
0.111,0.22399999999999998,4
0.111,0.21799999999999997,4
